lead_id,created_date,lead_source,company_size,industry,sales_rep,current_stage,mql_date,demo_booked_date,days_mql_to_demo_booked,demo_completed_date,trial_start_date,closed_date,deal_value,churned
L-1053,2025-11-24,Paid Ads,Mid-Market (51-200),HealthTech,Alex Thompson,Closed Lost,2025-11-28,2025-12-01,3.0,2025-12-03,2025-12-10,,0.0,False
L-1054,2025-04-08,Referral,Startup (1-10),Logistics,Maria Santos,MQL,2025-04-11,,,,,,0.0,False
L-1055,2025-06-27,Organic Search,Mid-Market (51-200),EdTech,Alex Thompson,Lead,,,,,,,0.0,False
L-1056,2026-02-10,Cold Outreach,Startup (1-10),Logistics,James Chen,Lead,,,,,,,0.0,False
L-1057,2026-02-20,LinkedIn,Mid-Market (51-200),Logistics,James Chen,Closed Lost,2026-02-22,2026-02-25,3.0,2026-02-26,2026-03-04,,0.0,False
L-1058,2025-06-21,Organic Search,Mid-Market (51-200),Marketing,Tom Wilson,Lead,,,,,,,0.0,False
L-1059,2026-02-16,Paid Ads,Startup (1-10),Logistics,Maria Santos,Lead,,,,,,,0.0,False
L-1060,2025-10-13,Paid Ads,SMB (11-50),HealthTech,Tom Wilson,MQL,2025-10-15,,,,,,0.0,False
L-1061,2026-03-01,Referral,Mid-Market (51-200),E-commerce,James Chen,Lead,,,,,,,0.0,False
L-1062,2025-08-12,Paid Ads,SMB (11-50),SaaS,Priya Patel,Lead,,,,,,,0.0,False
L-1063,2025-05-23,Paid Ads,Enterprise (200+),FinTech,Tom Wilson,Demo Completed,2025-05-28,2025-05-30,2.0,2025-05-30,,,0.0,False
L-1064,2025-12-08,Organic Search,Mid-Market (51-200),Logistics,Maria Santos,Demo Completed,2025-12-12,2025-12-20,8.0,2025-12-22,,,0.0,False
L-1065,2025-07-01,Organic Search,Startup (1-10),Marketing,Maria Santos,Lead,,,,,,,0.0,False
L-1066,2025-09-25,Referral,Mid-Market (51-200),HealthTech,Alex Thompson,Closed Lost,2025-09-30,2025-10-01,1.0,2025-10-01,2025-10-02,,0.0,False
L-1067,2025-05-29,Organic Search,Mid-Market (51-200),SaaS,Alex Thompson,Lead,,,,,,,0.0,False
L-1068,2025-08-16,Paid Ads,Startup (1-10),HealthTech,James Chen,MQL,2025-08-18,,,,,,0.0,False
L-1069,2025-12-10,Paid Ads,SMB (11-50),Marketing,Priya Patel,MQL,2025-12-14,,,,,,0.0,False
L-1070,2025-05-23,Paid Ads,Startup (1-10),Marketing,Priya Patel,Lead,,,,,,,0.0,False
L-1071,2025-11-08,LinkedIn,SMB (11-50),SaaS,Priya Patel,Lead,,,,,,,0.0,False
L-1072,2025-05-26,Organic Search,Mid-Market (51-200),EdTech,Tom Wilson,Demo Booked,2025-05-30,2025-06-09,10.0,,,,0.0,False
L-1073,2025-10-27,Organic Search,Enterprise (200+),Marketing,Tom Wilson,Closed Won,2025-11-01,2025-11-02,1.0,2025-11-03,2025-11-04,2025-11-22,74781.43,False
L-1074,2025-07-19,Paid Ads,SMB (11-50),FinTech,Alex Thompson,MQL,2025-07-22,,,,,,0.0,False
L-1075,2025-07-21,Organic Search,SMB (11-50),SaaS,Tom Wilson,MQL,2025-07-24,,,,,,0.0,False
L-1076,2026-02-25,Cold Outreach,Mid-Market (51-200),HealthTech,Tom Wilson,Lead,,,,,,,0.0,False
L-1077,2025-07-10,LinkedIn,SMB (11-50),EdTech,James Chen,MQL,2025-07-14,,,,,,0.0,False
L-1078,2025-06-27,Cold Outreach,SMB (11-50),HealthTech,Priya Patel,Lead,,,,,,,0.0,False
L-1079,2025-04-10,Organic Search,Startup (1-10),FinTech,Alex Thompson,MQL,2025-04-15,,,,,,0.0,False
L-1080,2025-12-30,Cold Outreach,Startup (1-10),Logistics,Maria Santos,Lead,,,,,,,0.0,False
L-1081,2025-05-19,Paid Ads,Mid-Market (51-200),HealthTech,Priya Patel,Lead,,,,,,,0.0,False
L-1082,2025-10-22,Organic Search,SMB (11-50),EdTech,Alex Thompson,Demo Booked,2025-10-25,2025-10-26,1.0,,,,0.0,False
L-1083,2026-02-11,Organic Search,Mid-Market (51-200),HealthTech,Alex Thompson,Closed Won,2026-02-13,2026-02-14,1.0,2026-02-17,2026-02-18,2026-03-08,42484.43,False
L-1084,2025-04-23,Paid Ads,Mid-Market (51-200),FinTech,Alex Thompson,Demo Completed,2025-04-26,2025-05-10,14.0,2025-05-11,,,0.0,False
L-1085,2026-01-25,Organic Search,Startup (1-10),EdTech,James Chen,Lead,,,,,,,0.0,False
L-1086,2025-12-24,Cold Outreach,SMB (11-50),HR Tech,Maria Santos,Lead,,,,,,,0.0,False
L-1087,2025-12-04,Organic Search,Mid-Market (51-200),Marketing,Alex Thompson,MQL,2025-12-07,,,,,,0.0,False
L-1088,2026-03-22,LinkedIn,SMB (11-50),SaaS,James Chen,Closed Lost,2026-03-26,2026-03-27,1.0,2026-03-30,2026-04-01,,0.0,False
L-1089,2026-03-29,LinkedIn,SMB (11-50),EdTech,Alex Thompson,MQL,2026-03-31,,,,,,0.0,False
L-1090,2025-11-18,Paid Ads,Startup (1-10),EdTech,Priya Patel,Lead,,,,,,,0.0,False
L-1091,2025-08-21,Organic Search,Mid-Market (51-200),SaaS,Maria Santos,MQL,2025-08-24,,,,,,0.0,False
L-1092,2025-05-27,Organic Search,Startup (1-10),HR Tech,Maria Santos,Closed Won,2025-05-31,2025-06-12,12.0,2025-06-14,2025-06-19,2025-07-09,3163.44,False
L-1093,2025-10-07,Organic Search,SMB (11-50),HR Tech,Alex Thompson,MQL,2025-10-11,,,,,,0.0,False
L-1094,2026-01-30,Organic Search,Startup (1-10),Logistics,James Chen,Closed Lost,2026-02-04,2026-02-10,6.0,2026-02-10,2026-02-11,,0.0,False
L-1095,2025-07-25,Organic Search,Startup (1-10),HealthTech,Alex Thompson,Lead,,,,,,,0.0,False
L-1096,2025-07-22,Referral,SMB (11-50),Logistics,Maria Santos,Closed Won,2025-07-25,2025-07-27,2.0,2025-07-29,2025-07-30,2025-08-28,13465.42,False
L-1097,2026-03-15,LinkedIn,Mid-Market (51-200),E-commerce,Alex Thompson,Demo Completed,2026-03-17,2026-03-24,7.0,2026-03-27,,,0.0,False
L-1098,2026-03-14,Paid Ads,Startup (1-10),HealthTech,James Chen,Lead,,,,,,,0.0,False
L-1099,2025-04-01,Paid Ads,SMB (11-50),HR Tech,Tom Wilson,MQL,2025-04-03,,,,,,0.0,False
L-1100,2025-12-25,Paid Ads,Startup (1-10),Marketing,James Chen,MQL,2025-12-27,,,,,,0.0,False
L-1101,2025-12-08,Paid Ads,Mid-Market (51-200),EdTech,Priya Patel,Lead,,,,,,,0.0,False
L-1102,2025-10-04,Cold Outreach,Startup (1-10),HR Tech,Alex Thompson,Lead,,,,,,,0.0,False
L-1103,2026-03-06,LinkedIn,SMB (11-50),EdTech,Tom Wilson,Lead,,,,,,,0.0,False
L-1104,2026-03-18,Cold Outreach,SMB (11-50),HealthTech,Alex Thompson,Lead,,,,,,,0.0,False
L-1105,2026-03-04,Referral,Startup (1-10),Logistics,James Chen,Lead,,,,,,,0.0,False
L-1106,2025-07-15,Organic Search,Startup (1-10),Logistics,Alex Thompson,Lead,,,,,,,0.0,False
L-1107,2026-02-15,Paid Ads,Enterprise (200+),HealthTech,Alex Thompson,Lead,,,,,,,0.0,False
L-1108,2026-03-14,Cold Outreach,SMB (11-50),E-commerce,Alex Thompson,Lead,,,,,,,0.0,False
L-1109,2025-07-07,Paid Ads,SMB (11-50),Marketing,Alex Thompson,MQL,2025-07-12,,,,,,0.0,False
L-1110,2025-09-25,LinkedIn,Startup (1-10),HR Tech,Tom Wilson,MQL,2025-09-26,,,,,,0.0,False
L-1111,2025-08-27,Referral,SMB (11-50),E-commerce,Tom Wilson,Closed Lost,2025-08-29,2025-09-04,6.0,2025-09-04,2025-09-11,,0.0,False
L-1112,2026-03-05,Paid Ads,SMB (11-50),Logistics,Alex Thompson,Lead,,,,,,,0.0,False
L-1113,2026-03-07,Paid Ads,Startup (1-10),Marketing,Tom Wilson,Lead,,,,,,,0.0,False
L-1114,2025-07-10,Organic Search,Enterprise (200+),Marketing,James Chen,Demo Completed,2025-07-11,2025-07-23,12.0,2025-07-26,,,0.0,False
L-1115,2026-01-31,Cold Outreach,Startup (1-10),Marketing,Alex Thompson,Lead,,,,,,,0.0,False
L-1116,2025-06-11,Organic Search,Mid-Market (51-200),EdTech,Tom Wilson,Lead,,,,,,,0.0,False
L-1117,2025-09-04,Paid Ads,Startup (1-10),SaaS,Alex Thompson,MQL,2025-09-09,,,,,,0.0,False
L-1118,2025-06-10,Organic Search,Startup (1-10),Logistics,Maria Santos,Churned,2025-06-13,2025-06-16,3.0,2025-06-19,2025-06-24,2025-07-14,2718.34,True
L-1119,2026-02-12,Cold Outreach,Mid-Market (51-200),EdTech,James Chen,Lead,,,,,,,0.0,False
L-1120,2025-10-24,Organic Search,Startup (1-10),Logistics,James Chen,MQL,2025-10-28,,,,,,0.0,False
L-1121,2025-04-29,LinkedIn,SMB (11-50),FinTech,Maria Santos,Closed Lost,2025-04-30,2025-05-01,1.0,2025-05-01,2025-05-06,,0.0,False
L-1122,2025-06-13,LinkedIn,Startup (1-10),SaaS,Tom Wilson,Demo Booked,2025-06-17,2025-06-26,9.0,,,,0.0,False
L-1123,2025-05-05,Cold Outreach,Mid-Market (51-200),SaaS,Maria Santos,MQL,2025-05-10,,,,,,0.0,False
L-1124,2025-04-13,Organic Search,Startup (1-10),HealthTech,Priya Patel,Lead,,,,,,,0.0,False
L-1125,2025-10-25,Organic Search,Startup (1-10),HealthTech,Alex Thompson,MQL,2025-10-27,,,,,,0.0,False
L-1126,2025-06-03,LinkedIn,SMB (11-50),HR Tech,Tom Wilson,Demo Completed,2025-06-04,2025-06-06,2.0,2025-06-07,,,0.0,False
L-1127,2026-03-08,Paid Ads,Mid-Market (51-200),HR Tech,Alex Thompson,MQL,2026-03-12,,,,,,0.0,False
L-1128,2025-04-15,Paid Ads,SMB (11-50),Logistics,James Chen,MQL,2025-04-16,,,,,,0.0,False
L-1129,2025-09-29,Paid Ads,SMB (11-50),HR Tech,Maria Santos,Lead,,,,,,,0.0,False
L-1130,2025-06-21,Organic Search,Mid-Market (51-200),Marketing,Maria Santos,Closed Won,2025-06-26,2025-06-30,4.0,2025-07-02,2025-07-07,2025-08-05,43759.92,False
L-1131,2026-02-25,LinkedIn,Mid-Market (51-200),Logistics,Maria Santos,MQL,2026-03-01,,,,,,0.0,False
L-1132,2026-03-24,Paid Ads,Mid-Market (51-200),Marketing,James Chen,Demo Booked,2026-03-29,2026-04-02,4.0,,,,0.0,False
L-1133,2026-03-14,Paid Ads,Startup (1-10),HealthTech,Priya Patel,MQL,2026-03-16,,,,,,0.0,False
L-1134,2025-06-29,LinkedIn,Mid-Market (51-200),SaaS,Maria Santos,Lead,,,,,,,0.0,False
L-1135,2026-02-08,Organic Search,Enterprise (200+),HealthTech,Maria Santos,MQL,2026-02-09,,,,,,0.0,False
L-1136,2025-09-12,Paid Ads,Mid-Market (51-200),FinTech,James Chen,Closed Won,2025-09-16,2025-09-18,2.0,2025-09-20,2025-09-26,2025-10-19,42260.17,False
L-1137,2025-04-18,Organic Search,Mid-Market (51-200),HealthTech,James Chen,Lead,,,,,,,0.0,False
L-1138,2026-01-05,Cold Outreach,SMB (11-50),Logistics,Tom Wilson,Lead,,,,,,,0.0,False
L-1139,2025-07-16,Paid Ads,Mid-Market (51-200),HR Tech,James Chen,Lead,,,,,,,0.0,False
L-1140,2025-11-11,Organic Search,SMB (11-50),E-commerce,Maria Santos,MQL,2025-11-15,,,,,,0.0,False
L-1141,2025-05-31,Organic Search,Startup (1-10),Marketing,Maria Santos,MQL,2025-06-01,,,,,,0.0,False
L-1142,2025-10-17,Paid Ads,Startup (1-10),Marketing,Alex Thompson,Lead,,,,,,,0.0,False
L-1143,2025-12-30,Paid Ads,Mid-Market (51-200),Marketing,Maria Santos,MQL,2026-01-04,,,,,,0.0,False
L-1144,2026-03-24,Organic Search,SMB (11-50),FinTech,Tom Wilson,Lead,,,,,,,0.0,False
L-1145,2025-04-17,Organic Search,Enterprise (200+),Marketing,Maria Santos,Demo Booked,2025-04-20,2025-04-21,1.0,,,,0.0,False
L-1146,2025-12-09,Paid Ads,Mid-Market (51-200),FinTech,James Chen,MQL,2025-12-14,,,,,,0.0,False
L-1147,2025-05-07,LinkedIn,Mid-Market (51-200),FinTech,Alex Thompson,Lead,,,,,,,0.0,False
L-1148,2025-12-02,Organic Search,SMB (11-50),HealthTech,Tom Wilson,Lead,,,,,,,0.0,False
L-1149,2025-12-16,Paid Ads,Startup (1-10),FinTech,Priya Patel,Demo Completed,2025-12-19,2025-12-22,3.0,2025-12-23,,,0.0,False
L-1150,2025-12-03,LinkedIn,Mid-Market (51-200),FinTech,Tom Wilson,MQL,2025-12-07,,,,,,0.0,False
L-1151,2025-11-11,Organic Search,SMB (11-50),E-commerce,Maria Santos,MQL,2025-11-16,,,,,,0.0,False
L-1152,2025-07-31,Organic Search,Startup (1-10),Logistics,Maria Santos,Demo Booked,2025-08-05,2025-08-09,4.0,,,,0.0,False
L-1153,2025-04-30,Paid Ads,Mid-Market (51-200),FinTech,Maria Santos,Demo Booked,2025-05-02,2025-05-12,10.0,,,,0.0,False
L-1154,2026-03-03,Cold Outreach,Startup (1-10),Logistics,Priya Patel,Demo Booked,2026-03-04,2026-03-16,12.0,,,,0.0,False
L-1155,2025-10-05,Cold Outreach,Mid-Market (51-200),HR Tech,Alex Thompson,Lead,,,,,,,0.0,False
L-1156,2026-03-24,Paid Ads,Mid-Market (51-200),Marketing,Alex Thompson,Demo Completed,2026-03-25,2026-03-29,4.0,2026-03-30,,,0.0,False
L-1157,2025-10-08,Organic Search,SMB (11-50),SaaS,Maria Santos,Closed Won,2025-10-10,2025-10-22,12.0,2025-10-22,2025-10-29,2025-11-13,13058.88,False
L-1158,2025-04-10,Cold Outreach,Startup (1-10),Logistics,Priya Patel,Lead,,,,,,,0.0,False
L-1159,2025-07-04,Organic Search,Startup (1-10),SaaS,Priya Patel,Lead,,,,,,,0.0,False
L-1160,2025-09-26,Organic Search,Mid-Market (51-200),FinTech,Tom Wilson,Lead,,,,,,,0.0,False
L-1161,2026-01-28,Cold Outreach,Mid-Market (51-200),EdTech,Alex Thompson,Demo Booked,2026-01-29,2026-02-09,11.0,,,,0.0,False
L-1162,2025-12-30,LinkedIn,Mid-Market (51-200),Logistics,Alex Thompson,MQL,2026-01-04,,,,,,0.0,False
L-1163,2025-07-31,LinkedIn,Startup (1-10),Logistics,Priya Patel,Demo Booked,2025-08-01,2025-08-07,6.0,,,,0.0,False
L-1164,2025-08-19,Paid Ads,SMB (11-50),FinTech,Tom Wilson,MQL,2025-08-22,,,,,,0.0,False
L-1165,2026-01-17,LinkedIn,SMB (11-50),HealthTech,Alex Thompson,Lead,,,,,,,0.0,False
L-1166,2025-04-09,LinkedIn,Mid-Market (51-200),HR Tech,Priya Patel,Closed Lost,2025-04-13,2025-04-25,12.0,2025-04-28,2025-04-29,,0.0,False
L-1167,2025-07-02,Referral,SMB (11-50),HealthTech,Priya Patel,Closed Won,2025-07-05,2025-07-09,4.0,2025-07-09,2025-07-15,2025-08-12,12080.63,False
L-1168,2025-08-11,Paid Ads,SMB (11-50),SaaS,Maria Santos,Lead,,,,,,,0.0,False
L-1169,2025-04-23,Paid Ads,Mid-Market (51-200),EdTech,Tom Wilson,Lead,,,,,,,0.0,False
L-1170,2025-12-18,Paid Ads,Startup (1-10),HR Tech,Maria Santos,Closed Lost,2025-12-20,2025-12-23,3.0,2025-12-25,2025-12-28,,0.0,False
L-1171,2025-08-29,Organic Search,Enterprise (200+),EdTech,Priya Patel,Demo Completed,2025-08-31,2025-09-07,7.0,2025-09-08,,,0.0,False
L-1172,2025-10-11,Organic Search,Mid-Market (51-200),EdTech,James Chen,Lead,,,,,,,0.0,False
L-1173,2025-05-10,Paid Ads,Mid-Market (51-200),Logistics,Maria Santos,Lead,,,,,,,0.0,False
L-1174,2025-06-02,Cold Outreach,SMB (11-50),Logistics,Tom Wilson,Lead,,,,,,,0.0,False
L-1175,2025-12-23,Organic Search,Startup (1-10),HR Tech,Tom Wilson,Demo Booked,2025-12-26,2025-12-29,3.0,,,,0.0,False
L-1176,2026-03-21,Cold Outreach,Startup (1-10),EdTech,Maria Santos,MQL,2026-03-25,,,,,,0.0,False
L-1177,2026-02-04,Organic Search,SMB (11-50),EdTech,Priya Patel,Demo Booked,2026-02-08,2026-02-10,2.0,,,,0.0,False
L-1178,2025-09-22,Referral,Mid-Market (51-200),Marketing,Alex Thompson,Demo Booked,2025-09-23,2025-09-25,2.0,,,,0.0,False
L-1179,2025-06-25,Paid Ads,Startup (1-10),HR Tech,Maria Santos,MQL,2025-06-28,,,,,,0.0,False
L-1180,2025-04-18,LinkedIn,SMB (11-50),HealthTech,James Chen,Lead,,,,,,,0.0,False
L-1181,2025-12-20,Paid Ads,Startup (1-10),HealthTech,James Chen,Lead,,,,,,,0.0,False
L-1182,2025-10-23,Cold Outreach,Enterprise (200+),EdTech,James Chen,Lead,,,,,,,0.0,False
L-1183,2026-01-28,Paid Ads,Startup (1-10),EdTech,Alex Thompson,Lead,,,,,,,0.0,False
L-1184,2025-11-16,Paid Ads,Mid-Market (51-200),HealthTech,Alex Thompson,Lead,,,,,,,0.0,False
L-1185,2025-12-01,Referral,Mid-Market (51-200),Logistics,Alex Thompson,Demo Completed,2025-12-03,2025-12-10,7.0,2025-12-12,,,0.0,False
L-1186,2026-01-27,Organic Search,SMB (11-50),E-commerce,Tom Wilson,Closed Lost,2026-01-28,2026-02-01,4.0,2026-02-04,2026-02-08,,0.0,False
L-1187,2025-12-22,Paid Ads,Startup (1-10),SaaS,Priya Patel,Demo Completed,2025-12-27,2025-12-30,3.0,2026-01-02,,,0.0,False
L-1188,2025-05-25,Cold Outreach,Startup (1-10),Marketing,Tom Wilson,Lead,,,,,,,0.0,False
L-1189,2025-12-17,Referral,Startup (1-10),SaaS,Tom Wilson,Demo Completed,2025-12-18,2025-12-19,1.0,2025-12-22,,,0.0,False
L-1190,2025-12-23,Paid Ads,Startup (1-10),Logistics,Priya Patel,Closed Lost,2025-12-27,2025-12-28,1.0,2025-12-30,2026-01-01,,0.0,False
L-1191,2025-07-23,LinkedIn,Startup (1-10),EdTech,Maria Santos,Lead,,,,,,,0.0,False
L-1192,2026-02-17,Paid Ads,SMB (11-50),Marketing,Priya Patel,Lead,,,,,,,0.0,False
L-1193,2025-11-08,Referral,Startup (1-10),EdTech,Maria Santos,Closed Won,2025-11-13,2025-11-14,1.0,2025-11-15,2025-11-18,2025-12-10,5329.93,False
L-1194,2025-07-19,Paid Ads,Startup (1-10),HealthTech,Tom Wilson,MQL,2025-07-20,,,,,,0.0,False
L-1195,2026-03-19,Referral,Mid-Market (51-200),FinTech,Priya Patel,Demo Completed,2026-03-23,2026-03-25,2.0,2026-03-26,,,0.0,False
L-1196,2026-02-17,LinkedIn,Mid-Market (51-200),HR Tech,Priya Patel,MQL,2026-02-20,,,,,,0.0,False
L-1197,2025-11-15,Paid Ads,Startup (1-10),Marketing,Priya Patel,Demo Completed,2025-11-19,2025-11-29,10.0,2025-12-02,,,0.0,False
L-1198,2025-10-28,LinkedIn,SMB (11-50),HR Tech,Tom Wilson,Demo Booked,2025-10-29,2025-10-31,2.0,,,,0.0,False
L-1199,2025-11-04,Paid Ads,SMB (11-50),Logistics,Priya Patel,Demo Completed,2025-11-05,2025-11-15,10.0,2025-11-18,,,0.0,False
L-1200,2026-02-09,Organic Search,Startup (1-10),SaaS,Maria Santos,MQL,2026-02-11,,,,,,0.0,False
L-1201,2026-03-27,Paid Ads,Mid-Market (51-200),Logistics,Maria Santos,MQL,2026-03-30,,,,,,0.0,False
L-1202,2025-12-31,Organic Search,Mid-Market (51-200),SaaS,Alex Thompson,MQL,2026-01-02,,,,,,0.0,False
L-1203,2025-10-09,Organic Search,Mid-Market (51-200),Marketing,James Chen,Closed Lost,2025-10-11,2025-10-13,2.0,2025-10-13,2025-10-20,,0.0,False
L-1204,2025-04-18,Paid Ads,SMB (11-50),SaaS,James Chen,MQL,2025-04-19,,,,,,0.0,False
L-1205,2025-05-10,Organic Search,SMB (11-50),Marketing,Maria Santos,Demo Booked,2025-05-14,2025-05-20,6.0,,,,0.0,False
L-1206,2025-11-04,Paid Ads,SMB (11-50),Marketing,Alex Thompson,Demo Booked,2025-11-05,2025-11-09,4.0,,,,0.0,False
L-1207,2025-07-23,Organic Search,SMB (11-50),Logistics,Maria Santos,Lead,,,,,,,0.0,False
L-1208,2025-04-09,Organic Search,SMB (11-50),SaaS,Priya Patel,Lead,,,,,,,0.0,False
L-1209,2025-07-24,LinkedIn,Enterprise (200+),HealthTech,Priya Patel,Closed Lost,2025-07-25,2025-07-27,2.0,2025-07-29,2025-08-05,,0.0,False
L-1210,2026-01-29,Paid Ads,SMB (11-50),SaaS,Priya Patel,MQL,2026-01-31,,,,,,0.0,False
L-1211,2025-12-09,LinkedIn,SMB (11-50),SaaS,Maria Santos,MQL,2025-12-12,,,,,,0.0,False
L-1212,2025-08-16,LinkedIn,Startup (1-10),Logistics,Maria Santos,Lead,,,,,,,0.0,False
L-1213,2026-02-28,LinkedIn,Mid-Market (51-200),HR Tech,Alex Thompson,MQL,2026-03-04,,,,,,0.0,False
L-1214,2025-11-04,Organic Search,Mid-Market (51-200),HealthTech,Maria Santos,Closed Won,2025-11-08,2025-11-09,1.0,2025-11-10,2025-11-11,2025-12-01,32855.54,False
L-1215,2025-04-05,Organic Search,Startup (1-10),Logistics,Priya Patel,MQL,2025-04-09,,,,,,0.0,False
L-1216,2025-09-13,LinkedIn,Enterprise (200+),Marketing,Tom Wilson,Lead,,,,,,,0.0,False
L-1217,2025-12-24,Organic Search,Mid-Market (51-200),E-commerce,Alex Thompson,MQL,2025-12-29,,,,,,0.0,False
L-1218,2025-07-17,Organic Search,SMB (11-50),HR Tech,Priya Patel,Lead,,,,,,,0.0,False
L-1219,2025-12-25,Cold Outreach,Mid-Market (51-200),E-commerce,James Chen,Lead,,,,,,,0.0,False
L-1220,2025-11-27,Organic Search,SMB (11-50),E-commerce,James Chen,Closed Lost,2025-11-28,2025-12-06,8.0,2025-12-08,2025-12-13,,0.0,False
L-1221,2026-02-16,Paid Ads,SMB (11-50),SaaS,Alex Thompson,Demo Completed,2026-02-18,2026-03-04,14.0,2026-03-07,,,0.0,False
L-1222,2026-01-29,Organic Search,Mid-Market (51-200),SaaS,Maria Santos,Demo Booked,2026-01-31,2026-02-03,3.0,,,,0.0,False
L-1223,2026-01-29,Organic Search,Mid-Market (51-200),EdTech,Tom Wilson,MQL,2026-02-03,,,,,,0.0,False
L-1224,2025-05-17,Organic Search,Startup (1-10),SaaS,James Chen,Lead,,,,,,,0.0,False
L-1225,2025-09-13,Referral,Startup (1-10),HR Tech,Maria Santos,Closed Lost,2025-09-14,2025-09-25,11.0,2025-09-25,2025-09-29,,0.0,False
L-1226,2025-09-10,Organic Search,SMB (11-50),Marketing,Tom Wilson,MQL,2025-09-15,,,,,,0.0,False
L-1227,2025-11-10,Cold Outreach,Enterprise (200+),Marketing,James Chen,Lead,,,,,,,0.0,False
L-1228,2025-11-09,Organic Search,Mid-Market (51-200),HealthTech,Tom Wilson,Demo Completed,2025-11-11,2025-11-23,12.0,2025-11-26,,,0.0,False
L-1229,2025-10-09,Organic Search,Enterprise (200+),SaaS,Priya Patel,Closed Lost,2025-10-10,2025-10-13,3.0,2025-10-15,2025-10-18,,0.0,False
L-1230,2026-02-26,Organic Search,Startup (1-10),Marketing,Maria Santos,Demo Booked,2026-03-02,2026-03-11,9.0,,,,0.0,False
L-1231,2026-02-18,LinkedIn,Mid-Market (51-200),HR Tech,Tom Wilson,Demo Completed,2026-02-20,2026-02-21,1.0,2026-02-22,,,0.0,False
L-1232,2025-06-01,Paid Ads,Mid-Market (51-200),HealthTech,Priya Patel,Demo Booked,2025-06-02,2025-06-10,8.0,,,,0.0,False
L-1233,2026-01-26,Paid Ads,Mid-Market (51-200),EdTech,James Chen,Lead,,,,,,,0.0,False
L-1234,2026-03-08,Organic Search,Startup (1-10),Logistics,Priya Patel,Lead,,,,,,,0.0,False
L-1235,2025-05-13,Paid Ads,Mid-Market (51-200),E-commerce,Alex Thompson,Demo Booked,2025-05-14,2025-05-16,2.0,,,,0.0,False
L-1236,2026-01-13,LinkedIn,Enterprise (200+),Marketing,Alex Thompson,Closed Lost,2026-01-16,2026-01-30,14.0,2026-01-30,2026-01-31,,0.0,False
L-1237,2025-07-21,Organic Search,Enterprise (200+),E-commerce,Maria Santos,Demo Completed,2025-07-25,2025-08-03,9.0,2025-08-04,,,0.0,False
L-1238,2025-07-01,LinkedIn,SMB (11-50),Logistics,Alex Thompson,Closed Lost,2025-07-06,2025-07-08,2.0,2025-07-10,2025-07-14,,0.0,False
L-1239,2025-11-17,Organic Search,SMB (11-50),EdTech,Tom Wilson,Lead,,,,,,,0.0,False
L-1240,2026-01-01,Referral,Startup (1-10),Logistics,James Chen,Demo Booked,2026-01-05,2026-01-08,3.0,,,,0.0,False
L-1241,2025-12-19,Organic Search,Mid-Market (51-200),Marketing,Maria Santos,Closed Won,2025-12-22,2025-12-27,5.0,2025-12-28,2026-01-01,2026-01-19,34913.08,False
L-1242,2025-04-05,Cold Outreach,SMB (11-50),HealthTech,Alex Thompson,Demo Completed,2025-04-09,2025-04-16,7.0,2025-04-19,,,0.0,False
L-1243,2026-01-20,LinkedIn,SMB (11-50),HR Tech,Tom Wilson,Lead,,,,,,,0.0,False
L-1244,2025-10-09,LinkedIn,SMB (11-50),SaaS,Alex Thompson,MQL,2025-10-13,,,,,,0.0,False
L-1245,2025-05-26,Paid Ads,Enterprise (200+),SaaS,Tom Wilson,MQL,2025-05-29,,,,,,0.0,False
L-1246,2026-01-31,Organic Search,Startup (1-10),E-commerce,Alex Thompson,Lead,,,,,,,0.0,False
L-1247,2026-03-06,Cold Outreach,Startup (1-10),E-commerce,James Chen,Lead,,,,,,,0.0,False
L-1248,2025-09-25,Cold Outreach,Enterprise (200+),Marketing,James Chen,Lead,,,,,,,0.0,False
L-1249,2025-06-28,Paid Ads,Startup (1-10),E-commerce,James Chen,Closed Lost,2025-06-29,2025-07-01,2.0,2025-07-03,2025-07-05,,0.0,False
L-1250,2026-03-09,Organic Search,Mid-Market (51-200),SaaS,Priya Patel,MQL,2026-03-13,,,,,,0.0,False
L-1251,2025-06-08,LinkedIn,Startup (1-10),E-commerce,Alex Thompson,MQL,2025-06-11,,,,,,0.0,False
L-1252,2025-10-19,LinkedIn,Mid-Market (51-200),Logistics,Tom Wilson,Demo Completed,2025-10-22,2025-10-30,8.0,2025-10-31,,,0.0,False
L-1253,2026-02-25,Paid Ads,Mid-Market (51-200),Logistics,Maria Santos,Closed Lost,2026-03-01,2026-03-03,2.0,2026-03-04,2026-03-07,,0.0,False
L-1254,2025-07-01,Referral,SMB (11-50),Marketing,Priya Patel,MQL,2025-07-06,,,,,,0.0,False
L-1255,2025-04-07,Organic Search,Startup (1-10),HealthTech,Priya Patel,MQL,2025-04-09,,,,,,0.0,False
L-1256,2025-11-03,Organic Search,SMB (11-50),HR Tech,Priya Patel,Demo Booked,2025-11-06,2025-11-20,14.0,,,,0.0,False
L-1257,2025-10-04,Organic Search,Mid-Market (51-200),EdTech,Tom Wilson,MQL,2025-10-06,,,,,,0.0,False
L-1258,2025-04-04,Organic Search,SMB (11-50),HealthTech,James Chen,Demo Completed,2025-04-09,2025-04-13,4.0,2025-04-13,,,0.0,False
L-1259,2025-11-04,Organic Search,Startup (1-10),EdTech,Alex Thompson,MQL,2025-11-07,,,,,,0.0,False
